policy,tenant,app,bw_mbps,rtt_ms,loss,device_cpu,edge_cpu,input_kb,slo_p95_ms,chosen_action,mu_latency_ms,mu_energy_j,p95_conformal_ms,slo_viol,ts
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,140.0,edge1:high,394.103,28.04204,405.411,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,140.0,local:med,424.073,31.29692,431.876,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,140.0,edge1:med,406.230,20.03003,415.962,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,140.0,cloud1:low,597.659,15.77365,608.143,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,180.0,edge1:med,406.230,20.06908,415.962,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,180.0,edge1:high,394.103,28.09671,405.411,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,180.0,local:med,424.073,31.35794,431.876,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,180.0,edge1:med,406.230,20.06908,415.962,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,180.0,cloud1:low,597.659,15.80440,608.143,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,220.0,edge1:med,406.230,20.06908,415.962,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,220.0,edge1:high,394.103,28.09671,405.411,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,220.0,local:med,424.073,31.35794,431.876,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,220.0,edge1:med,406.230,20.06908,415.962,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,256.0,220.0,cloud1:low,597.659,15.80440,608.143,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,100.0,edge1:high,1501.898,107.41706,1513.206,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,100.0,edge1:high,1501.898,107.41706,1513.206,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,100.0,local:med,1613.715,119.88511,1621.518,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,100.0,edge1:med,1548.287,76.72647,1558.019,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,100.0,cloud1:low,2159.064,60.42210,2169.549,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,140.0,edge1:high,1501.898,107.25615,1513.206,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,140.0,edge1:high,1501.898,107.25615,1513.206,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,140.0,local:med,1613.715,119.70552,1621.518,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,140.0,edge1:med,1548.287,76.61154,1558.019,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,140.0,cloud1:low,2159.064,60.33158,2169.549,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,180.0,edge1:high,1501.898,107.31083,1513.206,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,180.0,edge1:high,1501.898,107.31083,1513.206,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,180.0,local:med,1613.715,119.76655,1621.518,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,180.0,edge1:med,1548.287,76.65059,1558.019,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,180.0,cloud1:low,2159.064,60.36234,2169.549,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,220.0,edge1:high,1501.898,107.31083,1513.206,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,220.0,edge1:high,1501.898,107.31083,1513.206,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,220.0,local:med,1613.715,119.76655,1621.518,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,220.0,edge1:med,1548.287,76.65059,1558.019,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1024.0,220.0,cloud1:low,2159.064,60.36234,2169.549,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,100.0,edge1:high,2326.987,166.54793,2338.295,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,100.0,edge1:high,2326.987,166.54793,2338.295,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,100.0,local:med,2499.764,185.87938,2507.567,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,100.0,edge1:med,2398.894,118.96281,2408.626,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,100.0,cloud1:low,3322.003,93.68321,3332.488,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,140.0,edge1:high,2326.987,166.69651,2338.295,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,140.0,edge1:high,2326.987,166.69651,2338.295,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,140.0,local:med,2499.764,186.04521,2507.567,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,140.0,edge1:med,2398.894,119.06893,2408.626,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,140.0,cloud1:low,3322.003,93.76678,3332.488,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,180.0,edge1:low,2998.117,107.19719,3008.998,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,180.0,edge1:high,2326.987,166.75118,2338.295,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,180.0,local:med,2499.764,186.10622,2507.567,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,180.0,edge1:med,2398.894,119.10798,2408.626,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,180.0,cloud1:low,3322.003,93.79754,3332.488,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,220.0,edge1:high,2326.987,166.75118,2338.295,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,220.0,edge1:high,2326.987,166.75118,2338.295,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,220.0,local:med,2499.764,186.10622,2507.567,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,220.0,edge1:med,2398.894,119.10798,2408.626,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00000,0.500,0.900,1536.0,220.0,cloud1:low,3322.003,93.79754,3332.488,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,100.0,edge1:med,161.219,6.97933,169.444,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,100.0,edge1:high,156.082,9.77106,165.639,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,100.0,local:med,181.353,10.90520,189.156,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,100.0,edge1:med,161.219,6.97933,169.444,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,100.0,cloud1:low,279.089,5.49622,289.573,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,140.0,edge1:med,161.219,7.12462,169.444,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,140.0,edge1:high,156.082,9.97447,165.639,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,140.0,local:med,181.353,11.13222,189.156,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,140.0,edge1:med,161.219,7.12462,169.444,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,140.0,cloud1:low,279.089,5.61064,289.573,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,180.0,edge1:high,156.082,10.02915,165.639,0,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,180.0,edge1:high,156.082,10.02915,165.639,0,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,180.0,local:med,181.353,11.19324,189.156,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,180.0,edge1:med,161.219,7.16368,169.444,0,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,180.0,cloud1:low,279.089,5.64140,289.573,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,220.0,edge1:low,206.921,6.44731,216.117,0,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,220.0,edge1:high,158.331,10.02915,167.887,0,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,220.0,local:med,183.768,11.19324,191.570,0,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,220.0,edge1:med,163.537,7.16368,171.762,0,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,64.0,220.0,cloud1:low,282.257,5.64140,292.742,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,100.0,edge1:med,389.854,20.48469,398.079,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,100.0,edge1:high,377.858,28.67856,387.414,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,100.0,local:med,419.514,32.00732,427.317,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,100.0,edge1:med,389.854,20.48469,398.079,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,100.0,cloud1:low,591.675,16.13169,602.160,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,140.0,edge1:med,389.854,20.62998,398.079,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,140.0,edge1:high,377.858,28.88197,387.414,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,140.0,local:med,419.514,32.23435,427.317,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,140.0,edge1:med,389.854,20.62998,398.079,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,140.0,cloud1:low,591.675,16.24611,602.160,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,180.0,local:med,419.514,32.29537,427.317,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,180.0,edge1:high,377.858,28.93665,387.414,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,180.0,local:med,419.514,32.29537,427.317,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,180.0,edge1:med,389.854,20.66904,398.079,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,180.0,cloud1:low,591.675,16.27687,602.160,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,220.0,edge1:med,389.854,20.66904,398.079,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,220.0,edge1:high,377.858,28.93665,387.414,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,220.0,local:med,419.514,32.29537,427.317,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,220.0,edge1:med,389.854,20.66904,398.079,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,256.0,220.0,cloud1:low,591.675,16.27687,602.160,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,100.0,edge1:high,1472.219,107.95099,1481.775,1,1760776593
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,100.0,edge1:high,1472.219,107.95099,1481.775,1,1760776593
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,100.0,local:med,1594.730,120.48101,1602.533,1,1760776593
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,100.0,edge1:med,1518.061,77.10785,1526.286,1,1760776593
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,100.0,cloud1:low,2134.145,60.72243,2144.630,1,1760776593
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,140.0,edge1:high,1472.219,108.15440,1481.775,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,140.0,edge1:high,1472.219,108.15440,1481.775,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,140.0,local:med,1594.730,120.70804,1602.533,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,140.0,edge1:med,1518.061,77.25314,1526.286,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,140.0,cloud1:low,2134.145,60.83685,2144.630,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,180.0,edge1:high,1472.219,108.20908,1481.775,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,180.0,edge1:high,1472.219,108.20908,1481.775,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,180.0,local:med,1594.730,120.76906,1602.533,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,180.0,edge1:med,1518.061,77.29220,1526.286,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,180.0,cloud1:low,2134.145,60.86761,2144.630,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,220.0,edge1:high,1472.219,108.20908,1481.775,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,220.0,edge1:high,1472.219,108.20908,1481.775,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,220.0,local:med,1594.730,120.76906,1602.533,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,220.0,edge1:med,1518.061,77.29220,1526.286,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1024.0,220.0,cloud1:low,2134.145,60.86761,2144.630,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,100.0,edge1:high,2276.710,167.08185,2286.266,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,100.0,edge1:high,2276.710,167.08185,2286.266,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,100.0,local:med,2458.659,186.47528,2466.462,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,100.0,edge1:med,2347.433,119.34418,2355.658,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,100.0,cloud1:low,3268.052,93.98354,3278.537,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,140.0,local:med,2458.659,187.04771,2466.462,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,140.0,edge1:high,2276.710,167.59475,2286.266,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,140.0,local:med,2458.659,187.04771,2466.462,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,140.0,edge1:med,2347.433,119.71053,2355.658,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,140.0,cloud1:low,3268.052,94.27205,3278.537,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,180.0,local:med,2458.659,187.10873,2466.462,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,180.0,edge1:high,2276.710,167.64942,2286.266,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,180.0,local:med,2458.659,187.10873,2466.462,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,180.0,edge1:med,2347.433,119.74958,2355.658,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,180.0,cloud1:low,3268.052,94.30280,3278.537,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,220.0,edge1:high,2276.710,167.64942,2286.266,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,220.0,edge1:high,2276.710,167.64942,2286.266,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,220.0,local:med,2458.659,187.10873,2466.462,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,220.0,edge1:med,2347.433,119.74958,2355.658,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.200,1536.0,220.0,cloud1:low,3268.052,94.30280,3278.537,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,100.0,edge1:med,180.678,6.97933,189.305,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,100.0,edge1:high,174.958,9.77106,184.981,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,100.0,local:med,201.623,10.90520,209.426,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,100.0,edge1:med,180.678,6.97933,189.305,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,100.0,cloud1:low,305.693,5.49622,316.178,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,140.0,edge1:med,180.678,7.12462,189.305,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,140.0,edge1:high,174.958,9.97447,184.981,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,140.0,local:med,201.623,11.13222,209.426,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,140.0,edge1:med,180.678,7.12462,189.305,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,140.0,cloud1:low,305.693,5.61064,316.178,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,180.0,edge1:med,180.678,7.16368,189.305,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,180.0,edge1:high,174.958,10.02915,184.981,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,180.0,local:med,201.623,11.19324,209.426,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,180.0,edge1:med,180.678,7.16368,189.305,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,180.0,cloud1:low,305.693,5.64140,316.178,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,220.0,edge1:med,182.996,7.16368,191.622,0,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,220.0,edge1:high,177.206,10.02915,187.229,0,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,220.0,local:med,204.037,11.19324,211.840,0,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,220.0,edge1:med,182.996,7.16368,191.622,0,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,64.0,220.0,cloud1:low,308.862,5.64140,319.347,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,100.0,edge1:med,403.901,20.48469,412.527,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,100.0,edge1:high,391.484,28.67856,401.507,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,100.0,local:med,434.147,32.00732,441.950,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,100.0,edge1:med,403.901,20.48469,412.527,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,100.0,cloud1:low,610.880,16.13169,621.365,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,140.0,edge1:med,403.901,20.62998,412.527,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,140.0,edge1:high,391.484,28.88197,401.507,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,140.0,local:med,434.147,32.23435,441.950,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,140.0,edge1:med,403.901,20.62998,412.527,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,140.0,cloud1:low,610.880,16.24611,621.365,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,180.0,edge1:med,403.901,20.66904,412.527,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,180.0,edge1:high,391.484,28.93665,401.507,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,180.0,local:med,434.147,32.29537,441.950,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,180.0,edge1:med,403.901,20.66904,412.527,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,180.0,cloud1:low,610.880,16.27687,621.365,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,220.0,edge1:med,403.901,20.66904,412.527,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,220.0,edge1:high,391.484,28.93665,401.507,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,220.0,local:med,434.147,32.29537,441.950,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,220.0,edge1:med,403.901,20.66904,412.527,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,256.0,220.0,cloud1:low,610.880,16.27687,621.365,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,100.0,edge1:high,1500.672,107.95099,1510.695,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,100.0,edge1:high,1500.672,107.95099,1510.695,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,100.0,local:med,1625.285,120.48101,1633.088,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,100.0,edge1:med,1547.394,77.10785,1556.020,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,100.0,cloud1:low,2174.249,60.72243,2184.734,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,140.0,edge1:high,1500.672,108.15440,1510.695,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,140.0,edge1:high,1500.672,108.15440,1510.695,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,140.0,local:med,1625.285,120.70804,1633.088,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,140.0,edge1:med,1547.394,77.25314,1556.020,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,140.0,cloud1:low,2174.249,60.83685,2184.734,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,180.0,edge1:high,1500.672,108.20908,1510.695,1,1760776594
GreedyLatency,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,180.0,edge1:high,1500.672,108.20908,1510.695,1,1760776594
AlwaysLocal,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,180.0,local:med,1625.285,120.76906,1633.088,1,1760776594
AlwaysEdgeMed,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,180.0,edge1:med,1547.394,77.29220,1556.020,1,1760776594
AlwaysCloudLow,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,180.0,cloud1:low,2174.249,60.86761,2184.734,1,1760776594
CSN,tenantA,app1,5.000,10.000,0.00300,0.500,0.600,1024.0,220.0,edge1:high,1500.672,108.20908,1510.695,1,1760776594
