tenant,app,bw_mbps,rtt_ms,loss,device_cpu,edge_cpu,input_kb,slo_p95_ms,chosen_action,mu_latency_ms,mu_energy_j,p95_conformal_ms,slo_viol,ts
tenantA,app1,50.000,10.000,0.00000,0.500,0.200,1024.0,140.0,edge1:med,188.269,8.86009,196.494,1,1760775593
tenantA,app1,50.000,10.000,0.00000,0.500,0.200,1024.0,180.0,edge1:med,188.269,8.86009,196.494,1,1760775593
tenantA,app1,50.000,10.000,0.00000,0.500,0.200,1024.0,220.0,edge1:med,188.269,8.86009,196.494,0,1760775593
tenantA,app1,50.000,10.000,0.00000,0.500,0.200,1536.0,100.0,edge1:med,264.144,12.95582,272.369,1,1760775593
tenantA,app1,50.000,10.000,0.00000,0.500,0.200,1536.0,140.0,edge1:med,264.144,12.95582,272.369,1,1760775593
tenantA,app1,50.000,10.000,0.00000,0.500,0.200,1536.0,180.0,edge1:med,264.144,12.95582,272.369,1,1760775593
tenantA,app1,50.000,10.000,0.00000,0.500,0.200,1536.0,220.0,edge1:med,264.144,12.95582,272.369,1,1760775593
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,64.0,100.0,edge1:low,32.190,0.99647,41.834,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,64.0,140.0,edge1:low,32.190,0.99647,41.834,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,64.0,180.0,edge1:low,32.190,0.99647,41.834,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,64.0,220.0,edge1:high,22.739,1.55007,32.762,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,256.0,100.0,edge1:low,84.142,2.18314,93.787,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,256.0,140.0,edge1:low,84.142,2.18314,93.787,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,256.0,180.0,edge1:low,84.142,2.18314,93.787,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,256.0,220.0,edge1:low,84.142,2.18314,93.787,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,1024.0,100.0,edge1:med,214.971,8.86009,223.597,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,1024.0,140.0,local:med,237.344,13.84389,245.147,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,1024.0,180.0,edge1:med,214.971,8.86009,223.597,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,1024.0,220.0,edge1:med,214.971,8.86009,223.597,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,1536.0,100.0,edge1:med,296.486,12.95582,305.113,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,1536.0,140.0,edge1:med,296.486,12.95582,305.113,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,1536.0,180.0,edge1:med,296.486,12.95582,305.113,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.600,1536.0,220.0,edge1:med,296.486,12.95582,305.113,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,64.0,100.0,edge1:med,80.584,1.10719,90.316,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,64.0,140.0,edge1:low,100.230,0.99647,111.111,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,64.0,180.0,edge1:low,100.230,0.99647,111.111,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,64.0,220.0,edge1:low,100.230,0.99647,111.111,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,256.0,100.0,edge1:med,128.021,2.42571,137.753,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,256.0,140.0,edge1:med,128.021,2.42571,137.753,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,256.0,180.0,edge1:low,159.527,2.18314,170.407,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,256.0,220.0,edge1:low,159.527,2.18314,170.407,0,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,1024.0,100.0,edge1:low,347.347,7.97408,358.228,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,1024.0,140.0,edge1:med,278.278,8.86009,288.010,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,1024.0,180.0,edge1:med,278.278,8.86009,288.010,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,1024.0,220.0,edge1:med,278.278,8.86009,288.010,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,1536.0,100.0,edge1:med,367.601,12.95582,377.333,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,1536.0,140.0,edge1:med,367.601,12.95582,377.333,1,1760775594
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,1536.0,180.0,edge1:med,367.601,12.95582,377.333,1,1760775595
tenantA,app1,50.000,10.000,0.00000,0.500,0.900,1536.0,220.0,edge1:med,367.601,12.95582,377.333,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,64.0,100.0,edge1:low,35.678,1.01542,44.874,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,64.0,140.0,edge1:low,35.678,1.01542,44.874,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,64.0,180.0,local:med,41.065,1.76287,48.868,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,64.0,220.0,edge1:low,35.678,1.01542,44.874,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,256.0,100.0,edge1:low,85.356,2.20208,94.552,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,256.0,140.0,edge1:med,66.285,2.44676,74.510,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,256.0,180.0,edge1:low,85.356,2.20208,94.552,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,256.0,220.0,edge1:low,85.356,2.20208,94.552,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,1024.0,100.0,edge1:med,212.119,8.88114,220.344,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,1024.0,140.0,edge1:med,212.119,8.88114,220.344,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,1024.0,180.0,edge1:med,212.119,8.88114,220.344,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,1024.0,220.0,edge1:med,212.119,8.88114,220.344,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,1536.0,100.0,edge1:high,279.054,18.16761,288.610,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,1536.0,140.0,edge1:med,287.993,12.97686,296.218,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,1536.0,180.0,edge1:med,287.993,12.97686,296.218,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.200,1536.0,220.0,edge1:med,287.993,12.97686,296.218,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,64.0,100.0,edge1:low,65.406,1.01542,75.051,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,64.0,140.0,edge1:low,65.406,1.01542,75.051,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,64.0,180.0,edge1:low,65.406,1.01542,75.051,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,64.0,220.0,edge1:low,65.406,1.01542,75.051,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,256.0,100.0,edge1:med,88.890,2.44676,97.516,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,256.0,140.0,cloud1:low,180.201,1.92682,190.686,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,256.0,180.0,edge1:low,113.612,2.20208,123.257,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,256.0,220.0,edge1:low,113.612,2.20208,123.257,0,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,1024.0,100.0,edge1:med,239.068,8.88114,247.694,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,1024.0,140.0,edge1:med,239.068,8.88114,247.694,1,1760775595
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,1024.0,180.0,edge1:med,239.068,8.88114,247.694,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,1024.0,220.0,edge1:med,239.068,8.88114,247.694,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,1536.0,100.0,edge1:med,320.583,12.97686,329.210,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,1536.0,140.0,edge1:med,320.583,12.97686,329.210,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,1536.0,180.0,edge1:med,320.583,12.97686,329.210,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.600,1536.0,220.0,cloud1:low,496.969,10.21928,507.454,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,64.0,100.0,edge1:med,109.122,1.12824,118.854,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,64.0,140.0,edge1:med,109.122,1.12824,118.854,0,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,64.0,180.0,edge1:low,135.903,1.01542,146.783,0,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,64.0,220.0,edge1:low,135.903,1.01542,146.783,0,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,256.0,100.0,edge1:low,191.452,2.20208,202.333,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,256.0,140.0,edge1:med,153.562,2.44676,163.294,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,256.0,180.0,cloud1:low,252.214,1.92682,262.699,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,256.0,220.0,edge1:low,191.452,2.20208,202.333,0,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,1024.0,100.0,edge1:med,304.340,8.88114,314.072,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,1024.0,140.0,edge1:med,304.340,8.88114,314.072,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,1024.0,180.0,edge1:med,304.340,8.88114,314.072,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,1024.0,220.0,edge1:med,304.340,8.88114,314.072,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,1536.0,100.0,edge1:med,393.663,12.97686,403.395,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,1536.0,140.0,edge1:med,393.663,12.97686,403.395,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,1536.0,180.0,edge1:med,393.663,12.97686,403.395,1,1760775596
tenantA,app1,50.000,10.000,0.00300,0.500,0.900,1536.0,220.0,edge1:med,393.663,12.97686,403.395,1,1760775596
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,64.0,100.0,edge1:high,80.264,1.58625,89.820,0,1760775596
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,64.0,140.0,edge1:low,106.319,1.01973,115.515,0,1760775596
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,64.0,180.0,edge1:low,106.319,1.01973,115.515,0,1760775596
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,64.0,220.0,edge1:low,106.319,1.01973,115.515,0,1760775596
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,256.0,100.0,edge1:med,123.886,2.45155,132.111,1,1760775596
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,256.0,140.0,edge1:med,123.886,2.45155,132.111,0,1760775596
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,256.0,180.0,edge1:low,157.358,2.20640,166.553,0,1760775596
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,256.0,220.0,edge1:low,157.358,2.20640,166.553,0,1760775596
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,1024.0,100.0,edge1:med,272.552,8.88593,280.777,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,1024.0,140.0,edge1:med,272.552,8.88593,280.777,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,1024.0,180.0,edge1:med,272.552,8.88593,280.777,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,1024.0,220.0,edge1:med,272.552,8.88593,280.777,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,1536.0,100.0,edge1:med,346.324,12.98166,354.549,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,1536.0,140.0,edge1:med,346.324,12.98166,354.549,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,1536.0,180.0,edge1:med,346.324,12.98166,354.549,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.200,1536.0,220.0,edge1:med,346.324,12.98166,354.549,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,64.0,100.0,edge1:low,132.812,1.01973,142.457,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,64.0,140.0,edge1:med,104.250,1.13304,112.876,0,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,64.0,180.0,edge1:low,132.812,1.01973,142.457,0,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,64.0,220.0,edge1:low,132.812,1.01973,142.457,0,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,256.0,100.0,edge1:low,182.977,2.20640,192.621,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,256.0,140.0,edge1:med,144.381,2.45155,153.008,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,256.0,180.0,edge1:med,144.381,2.45155,153.008,0,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,256.0,220.0,edge1:low,182.977,2.20640,192.621,0,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,1024.0,100.0,edge1:med,297.391,8.88593,306.017,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,1024.0,140.0,edge1:med,297.391,8.88593,306.017,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,1024.0,180.0,local:med,323.199,13.88427,331.002,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,1024.0,220.0,edge1:med,297.391,8.88593,306.017,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,1536.0,100.0,edge1:med,373.466,12.98166,382.092,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,1536.0,140.0,edge1:med,373.466,12.98166,382.092,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,1536.0,180.0,edge1:med,373.466,12.98166,382.092,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.600,1536.0,220.0,edge1:med,373.466,12.98166,382.092,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,64.0,100.0,edge1:med,155.417,1.13304,165.149,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,64.0,140.0,edge1:med,155.417,1.13304,165.149,1,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,64.0,180.0,edge1:med,155.417,1.13304,165.149,0,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,64.0,220.0,local:med,162.809,1.77037,170.612,0,1760775597
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,256.0,100.0,edge1:high,194.183,3.43218,205.491,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,256.0,140.0,edge1:high,194.183,3.43218,205.491,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,256.0,180.0,edge1:high,194.183,3.43218,205.491,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,256.0,220.0,edge1:med,200.127,2.45155,209.859,0,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,1024.0,100.0,edge1:med,353.736,8.88593,363.468,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,1024.0,140.0,edge1:med,353.736,8.88593,363.468,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,1024.0,180.0,edge1:med,353.736,8.88593,363.468,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,1024.0,220.0,edge1:high,343.184,12.44031,354.492,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,1536.0,100.0,edge1:med,437.618,12.98166,447.350,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,1536.0,140.0,edge1:med,437.618,12.98166,447.350,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,1536.0,180.0,edge1:med,437.618,12.98166,447.350,1,1760775598
tenantA,app1,50.000,10.000,0.01000,0.500,0.900,1536.0,220.0,edge1:med,437.618,12.98166,447.350,1,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,64.0,100.0,edge1:low,28.365,1.01507,37.561,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,64.0,140.0,edge1:low,28.365,1.01507,37.561,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,64.0,180.0,edge1:low,28.365,1.01507,37.561,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,64.0,220.0,edge1:low,28.365,1.01507,37.561,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,256.0,100.0,edge1:low,77.831,2.20173,87.026,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,256.0,140.0,edge1:low,77.831,2.20173,87.026,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,256.0,180.0,edge1:low,77.831,2.20173,87.026,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,256.0,220.0,edge1:low,77.831,2.20173,87.026,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,1024.0,100.0,edge1:med,207.279,8.88075,215.504,1,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,1024.0,140.0,edge1:med,207.279,8.88075,215.504,1,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,1024.0,180.0,edge1:med,207.279,8.88075,215.504,1,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,1024.0,220.0,edge1:med,207.279,8.88075,215.504,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,1536.0,100.0,edge1:med,283.610,12.97647,291.835,1,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,1536.0,140.0,edge1:med,283.610,12.97647,291.835,1,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,1536.0,180.0,edge1:med,283.610,12.97647,291.835,1,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.200,1536.0,220.0,edge1:med,283.610,12.97647,291.835,1,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,64.0,100.0,edge1:low,54.867,1.01507,64.512,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,64.0,140.0,edge1:low,54.867,1.01507,64.512,0,1760775598
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,64.0,180.0,edge1:low,54.867,1.01507,64.512,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,64.0,220.0,edge1:low,54.867,1.01507,64.512,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,256.0,100.0,edge1:med,81.254,2.44637,89.880,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,256.0,140.0,edge1:low,104.067,2.20173,113.712,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,256.0,180.0,edge1:low,104.067,2.20173,113.712,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,256.0,220.0,edge1:low,104.067,2.20173,113.712,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,1024.0,100.0,edge1:high,225.333,12.43304,235.356,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,1024.0,140.0,cloud1:low,376.696,6.99359,387.181,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,1024.0,180.0,edge1:med,232.612,8.88075,241.238,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,1024.0,220.0,edge1:med,232.612,8.88075,241.238,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,1536.0,100.0,edge1:med,314.584,12.97647,323.211,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,1536.0,140.0,edge1:med,314.584,12.97647,323.211,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,1536.0,180.0,edge1:med,314.584,12.97647,323.211,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.600,1536.0,220.0,edge1:med,314.584,12.97647,323.211,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,64.0,100.0,edge1:med,99.967,1.12785,109.699,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,64.0,140.0,edge1:low,124.459,1.01507,135.340,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,64.0,180.0,edge1:low,124.459,1.01507,135.340,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,64.0,220.0,edge1:low,124.459,1.01507,135.340,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,256.0,100.0,edge1:med,144.912,2.44637,154.644,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,256.0,140.0,edge1:med,144.912,2.44637,154.644,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,256.0,180.0,edge1:med,144.912,2.44637,154.644,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,256.0,220.0,edge1:low,180.639,2.20173,191.520,0,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,1024.0,100.0,edge1:med,296.869,8.88075,306.601,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,1024.0,140.0,edge1:med,296.869,8.88075,306.601,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,1024.0,180.0,cloud1:low,448.142,6.99359,458.627,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,1024.0,220.0,edge1:med,296.869,8.88075,306.601,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,1536.0,100.0,edge1:med,386.649,12.97647,396.381,1,1760775599
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,1536.0,140.0,edge1:low,482.811,11.67883,493.692,1,1760775600
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,1536.0,180.0,edge1:med,386.649,12.97647,396.381,1,1760775600
tenantA,app1,50.000,40.000,0.00000,0.500,0.900,1536.0,220.0,edge1:med,386.649,12.97647,396.381,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,64.0,100.0,edge1:low,56.124,1.03401,65.319,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,64.0,140.0,edge1:low,56.124,1.03401,65.319,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,64.0,180.0,edge1:low,56.124,1.03401,65.319,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,64.0,220.0,edge1:low,56.124,1.03401,65.319,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,256.0,100.0,edge1:med,79.285,2.46741,87.510,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,256.0,140.0,edge1:low,101.606,2.22067,110.802,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,256.0,180.0,edge1:low,101.606,2.22067,110.802,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,256.0,220.0,edge1:low,101.606,2.22067,110.802,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,1024.0,100.0,edge1:med,226.821,8.90179,235.046,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,1024.0,140.0,edge1:med,226.821,8.90179,235.046,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,1024.0,180.0,edge1:med,226.821,8.90179,235.046,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,1024.0,220.0,edge1:med,226.821,8.90179,235.046,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,1536.0,100.0,edge1:med,303.152,12.99752,311.377,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,1536.0,140.0,edge1:med,303.152,12.99752,311.377,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,1536.0,180.0,edge1:med,303.152,12.99752,311.377,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.200,1536.0,220.0,edge1:med,303.152,12.99752,311.377,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,64.0,100.0,edge1:low,83.723,1.03401,93.367,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,64.0,140.0,edge1:low,83.723,1.03401,93.367,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,64.0,180.0,edge1:low,83.723,1.03401,93.367,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,64.0,220.0,edge1:low,83.723,1.03401,93.367,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,256.0,100.0,edge1:med,100.187,2.46741,108.813,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,256.0,140.0,edge1:low,127.734,2.22067,137.378,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,256.0,180.0,edge1:low,127.734,2.22067,137.378,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,256.0,220.0,edge1:med,100.187,2.46741,108.813,0,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,1024.0,100.0,local:med,275.986,13.90905,283.789,1,1760775600
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,1024.0,140.0,edge1:med,252.066,8.90179,260.693,1,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,1024.0,180.0,edge1:med,252.066,8.90179,260.693,1,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,1024.0,220.0,edge1:med,252.066,8.90179,260.693,1,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,1536.0,100.0,edge1:med,334.039,12.99752,342.665,1,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,1536.0,140.0,edge1:med,334.039,12.99752,342.665,1,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,1536.0,180.0,edge1:high,323.718,18.19653,333.741,1,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.600,1536.0,220.0,edge1:med,334.039,12.99752,342.665,1,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.900,64.0,100.0,edge1:med,126.109,1.14890,135.841,1,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.900,64.0,140.0,edge1:med,126.109,1.14890,135.841,0,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.900,64.0,180.0,edge1:low,157.137,1.03401,168.017,0,1760775601
tenantA,app1,50.000,40.000,0.00300,0.500,0.900,64.0,220.0,edge1:low,157.137,1.03401,168.017,0,1760775601
