tenant,app,bw_mbps,rtt_ms,loss,device_cpu,edge_cpu,input_kb,slo_p95_ms,chosen_action,mu_latency_ms,mu_energy_j,p95_conformal_ms,slo_viol,ts
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,64.0,140.0,edge1:low,59.631,2.54904,68.827,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,64.0,180.0,edge1:low,59.631,2.54904,68.827,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,64.0,220.0,edge1:low,59.631,2.54904,68.827,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,256.0,100.0,edge1:med,150.112,6.17370,158.337,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,256.0,140.0,edge1:med,150.112,6.17370,158.337,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,256.0,180.0,edge1:med,150.112,6.17370,158.337,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,256.0,220.0,edge1:low,190.141,5.55633,199.336,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,1024.0,100.0,edge1:med,449.130,21.70208,457.355,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,1024.0,140.0,edge1:med,449.130,21.70208,457.355,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,1024.0,180.0,edge1:med,449.130,21.70208,457.355,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,1024.0,220.0,edge1:med,449.130,21.70208,457.355,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,1536.0,100.0,edge1:med,599.471,30.11635,607.696,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,1536.0,140.0,edge1:med,599.471,30.11635,607.696,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,1536.0,180.0,edge1:med,599.471,30.11635,607.696,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.200,1536.0,220.0,edge1:med,599.471,30.11635,607.696,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,64.0,100.0,edge1:low,81.758,2.54904,91.403,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,64.0,140.0,edge1:low,81.758,2.54904,91.403,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,64.0,180.0,local:med,79.465,4.42541,87.268,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,64.0,220.0,edge1:low,81.758,2.54904,91.403,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,256.0,100.0,edge1:med,166.636,6.17370,175.263,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,256.0,140.0,edge1:med,166.636,6.17370,175.263,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,256.0,180.0,edge1:med,166.636,6.17370,175.263,0,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,256.0,220.0,edge1:low,210.796,5.55633,220.440,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,1024.0,100.0,edge1:med,476.803,21.70208,485.430,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,1024.0,140.0,edge1:med,476.803,21.70208,485.430,1,1760775574
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,1024.0,180.0,edge1:med,476.803,21.70208,485.430,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,1024.0,220.0,edge1:med,476.803,21.70208,485.430,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,1536.0,100.0,edge1:med,632.786,30.11635,641.412,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,1536.0,140.0,edge1:med,632.786,30.11635,641.412,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,1536.0,180.0,edge1:med,632.786,30.11635,641.412,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.600,1536.0,220.0,edge1:med,632.786,30.11635,641.412,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,64.0,100.0,edge1:med,119.345,2.83226,129.077,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,64.0,140.0,edge1:med,119.345,2.83226,129.077,0,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,64.0,180.0,edge1:low,148.682,2.54904,159.562,0,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,64.0,220.0,edge1:med,119.345,2.83226,129.077,0,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,256.0,100.0,edge1:med,228.450,6.17370,238.182,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,256.0,140.0,edge1:med,228.450,6.17370,238.182,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,256.0,180.0,edge1:med,228.450,6.17370,238.182,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,256.0,220.0,edge1:med,228.450,6.17370,238.182,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,1024.0,100.0,cloud1:low,779.476,17.09039,789.961,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,1024.0,140.0,edge1:med,539.217,21.70208,548.949,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,1024.0,180.0,edge1:med,539.217,21.70208,548.949,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,1024.0,220.0,edge1:med,539.217,21.70208,548.949,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,1536.0,100.0,edge1:low,878.258,27.10471,889.139,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,1536.0,140.0,edge1:med,703.007,30.11635,712.739,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,1536.0,180.0,edge1:med,703.007,30.11635,712.739,1,1760775575
tenantA,app1,20.000,10.000,0.00300,0.500,0.900,1536.0,220.0,edge1:med,703.007,30.11635,712.739,1,1760775575
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,64.0,100.0,edge1:med,99.439,2.83706,107.664,1,1760775575
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,64.0,140.0,edge1:low,126.798,2.55335,135.994,0,1760775575
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,64.0,180.0,edge1:low,126.798,2.55335,135.994,0,1760775575
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,64.0,220.0,edge1:low,126.798,2.55335,135.994,0,1760775575
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,256.0,100.0,edge1:med,197.650,6.17850,205.875,1,1760775575
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,256.0,140.0,edge1:med,197.650,6.17850,205.875,1,1760775575
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,256.0,180.0,edge1:high,191.421,8.64989,200.977,1,1760775575
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,256.0,220.0,edge1:med,197.650,6.17850,205.875,0,1760775575
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,1024.0,100.0,edge1:med,509.955,21.70688,518.180,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,1024.0,140.0,edge1:med,509.955,21.70688,518.180,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,1024.0,180.0,edge1:med,509.955,21.70688,518.180,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,1024.0,220.0,edge1:med,509.955,21.70688,518.180,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,1536.0,100.0,edge1:med,658.194,30.12114,666.419,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,1536.0,140.0,edge1:med,658.194,30.12114,666.419,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,1536.0,180.0,edge1:med,658.194,30.12114,666.419,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.200,1536.0,220.0,local:med,699.036,47.06429,706.839,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,64.0,100.0,edge1:med,114.969,2.83706,123.595,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,64.0,140.0,edge1:med,114.969,2.83706,123.595,0,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,64.0,180.0,edge1:low,146.211,2.55335,155.855,0,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,64.0,220.0,edge1:low,146.211,2.55335,155.855,0,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,256.0,100.0,edge1:med,212.481,6.17850,221.107,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,256.0,140.0,edge1:med,212.481,6.17850,221.107,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,256.0,180.0,cloud1:low,349.173,4.86556,359.658,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,256.0,220.0,edge1:med,212.481,6.17850,221.107,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,1024.0,100.0,edge1:med,535.935,21.70688,544.562,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,1024.0,140.0,edge1:med,535.935,21.70688,544.562,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,1024.0,180.0,edge1:med,535.935,21.70688,544.562,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,1024.0,220.0,edge1:med,535.935,21.70688,544.562,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,1536.0,100.0,edge1:med,686.477,30.12114,695.103,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,1536.0,140.0,edge1:med,686.477,30.12114,695.103,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,1536.0,180.0,edge1:med,686.477,30.12114,695.103,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.600,1536.0,220.0,edge1:med,686.477,30.12114,695.103,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,64.0,100.0,edge1:med,163.047,2.83706,172.779,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,64.0,140.0,edge1:med,163.047,2.83706,172.779,1,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,64.0,180.0,edge1:med,163.047,2.83706,172.779,0,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,64.0,220.0,edge1:low,203.309,2.55335,214.190,0,1760775576
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,256.0,100.0,edge1:med,265.138,6.17850,274.870,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,256.0,140.0,edge1:med,265.138,6.17850,274.870,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,256.0,180.0,edge1:med,265.138,6.17850,274.870,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,256.0,220.0,edge1:med,265.138,6.17850,274.870,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,1024.0,100.0,edge1:med,589.192,21.70688,598.924,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,1024.0,140.0,edge1:med,589.192,21.70688,598.924,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,1024.0,180.0,edge1:med,589.192,21.70688,598.924,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,1024.0,220.0,edge1:med,589.192,21.70688,598.924,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,1536.0,100.0,edge1:med,747.541,30.12114,757.273,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,1536.0,140.0,edge1:med,747.541,30.12114,757.273,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,1536.0,180.0,edge1:med,747.541,30.12114,757.273,1,1760775577
tenantA,app1,20.000,10.000,0.01000,0.500,0.900,1536.0,220.0,edge1:med,747.541,30.12114,757.273,1,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,64.0,100.0,edge1:low,50.676,2.54868,59.872,0,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,64.0,140.0,edge1:low,50.676,2.54868,59.872,0,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,64.0,180.0,edge1:low,50.676,2.54868,59.872,0,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,64.0,220.0,edge1:low,50.676,2.54868,59.872,0,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,256.0,100.0,edge1:med,142.778,6.17331,151.003,1,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,256.0,140.0,edge1:med,142.778,6.17331,151.003,1,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,256.0,180.0,edge1:med,142.778,6.17331,151.003,0,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,256.0,220.0,edge1:low,180.973,5.55598,190.169,0,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,1024.0,100.0,edge1:med,444.528,21.70169,452.753,1,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,1024.0,140.0,edge1:med,444.528,21.70169,452.753,1,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,1024.0,180.0,edge1:med,444.528,21.70169,452.753,1,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,1024.0,220.0,edge1:med,444.528,21.70169,452.753,1,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,1536.0,100.0,edge1:med,595.326,30.11596,603.551,1,1760775577
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,1536.0,140.0,edge1:med,595.326,30.11596,603.551,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,1536.0,180.0,edge1:med,595.326,30.11596,603.551,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.200,1536.0,220.0,edge1:med,595.326,30.11596,603.551,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,64.0,100.0,edge1:low,69.577,2.54868,79.222,0,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,64.0,140.0,edge1:low,69.577,2.54868,79.222,0,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,64.0,180.0,edge1:low,69.577,2.54868,79.222,0,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,64.0,220.0,edge1:low,69.577,2.54868,79.222,0,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,256.0,100.0,edge1:med,157.686,6.17331,166.313,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,256.0,140.0,edge1:med,157.686,6.17331,166.313,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,256.0,180.0,edge1:low,199.608,5.55598,209.253,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,256.0,220.0,edge1:low,199.608,5.55598,209.253,0,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,1024.0,100.0,edge1:med,470.586,21.70169,479.212,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,1024.0,140.0,edge1:med,470.586,21.70169,479.212,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,1024.0,180.0,edge1:med,470.586,21.70169,479.212,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,1024.0,220.0,edge1:med,470.586,21.70169,479.212,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,1536.0,100.0,edge1:med,627.025,30.11596,635.652,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,1536.0,140.0,edge1:med,627.025,30.11596,635.652,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,1536.0,180.0,edge1:med,627.025,30.11596,635.652,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.600,1536.0,220.0,edge1:med,627.025,30.11596,635.652,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,64.0,100.0,edge1:med,108.877,2.83187,118.609,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,64.0,140.0,edge1:med,108.877,2.83187,118.609,0,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,64.0,180.0,edge1:low,135.596,2.54868,146.476,0,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,64.0,220.0,edge1:low,135.596,2.54868,146.476,0,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,256.0,100.0,edge1:med,218.486,6.17331,228.218,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,256.0,140.0,edge1:med,218.486,6.17331,228.218,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,256.0,180.0,edge1:med,218.486,6.17331,228.218,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,256.0,220.0,edge1:med,218.486,6.17331,228.218,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,1024.0,100.0,cloud1:low,769.589,17.09008,780.074,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,1024.0,140.0,edge1:med,531.985,21.70169,541.717,1,1760775578
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,1024.0,180.0,edge1:med,531.985,21.70169,541.717,1,1760775579
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,1024.0,220.0,edge1:med,531.985,21.70169,541.717,1,1760775579
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,1536.0,100.0,edge1:med,696.232,30.11596,705.964,1,1760775579
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,1536.0,140.0,edge1:med,696.232,30.11596,705.964,1,1760775579
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,1536.0,180.0,edge1:med,696.232,30.11596,705.964,1,1760775579
tenantA,app1,20.000,40.000,0.00000,0.500,0.900,1536.0,220.0,edge1:med,696.232,30.11596,705.964,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,64.0,100.0,edge1:low,80.077,2.56763,89.273,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,64.0,140.0,edge1:low,80.077,2.56763,89.273,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,64.0,180.0,edge1:low,80.077,2.56763,89.273,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,64.0,220.0,edge1:low,80.077,2.56763,89.273,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,256.0,100.0,edge1:med,163.113,6.19435,171.338,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,256.0,140.0,edge1:med,163.113,6.19435,171.338,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,256.0,180.0,edge1:med,163.113,6.19435,171.338,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,256.0,220.0,edge1:low,206.391,5.57492,215.587,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,1024.0,100.0,cloud1:low,692.817,17.10665,703.301,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,1024.0,140.0,edge1:med,463.832,21.72273,472.057,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,1024.0,180.0,edge1:med,463.832,21.72273,472.057,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,1024.0,220.0,edge1:med,463.832,21.72273,472.057,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,1536.0,100.0,edge1:med,614.630,30.13701,622.855,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,1536.0,140.0,edge1:med,614.630,30.13701,622.855,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,1536.0,180.0,edge1:med,614.630,30.13701,622.855,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.200,1536.0,220.0,edge1:med,614.630,30.13701,622.855,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,64.0,100.0,edge1:med,78.060,2.85292,86.687,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,64.0,140.0,edge1:low,100.075,2.56763,109.720,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,64.0,180.0,edge1:low,100.075,2.56763,109.720,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,64.0,220.0,edge1:low,100.075,2.56763,109.720,0,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,256.0,100.0,edge1:med,177.934,6.19435,186.560,1,1760775579
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,256.0,140.0,edge1:med,177.934,6.19435,186.560,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,256.0,180.0,edge1:med,177.934,6.19435,186.560,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,256.0,220.0,edge1:med,177.934,6.19435,186.560,0,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,1024.0,100.0,edge1:med,489.802,21.72273,498.429,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,1024.0,140.0,edge1:med,489.802,21.72273,498.429,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,1024.0,180.0,local:med,523.627,33.94177,531.430,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,1024.0,220.0,edge1:med,489.802,21.72273,498.429,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,1536.0,100.0,edge1:med,646.242,30.13701,654.868,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,1536.0,140.0,edge1:med,646.242,30.13701,654.868,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,1536.0,180.0,edge1:med,646.242,30.13701,654.868,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.600,1536.0,220.0,edge1:med,646.242,30.13701,654.868,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,64.0,100.0,edge1:med,136.333,2.85292,146.065,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,64.0,140.0,edge1:med,136.333,2.85292,146.065,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,64.0,180.0,edge1:low,169.916,2.56763,180.796,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,64.0,220.0,edge1:med,136.333,2.85292,146.065,0,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,256.0,100.0,edge1:med,241.791,6.19435,251.523,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,256.0,140.0,edge1:med,241.791,6.19435,251.523,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,256.0,180.0,edge1:med,241.791,6.19435,251.523,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,256.0,220.0,edge1:med,241.791,6.19435,251.523,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,1024.0,100.0,cloud1:low,800.042,17.10665,810.527,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,1024.0,140.0,edge1:med,554.259,21.72273,563.991,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,1024.0,180.0,edge1:med,554.259,21.72273,563.991,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,1024.0,220.0,edge1:med,554.259,21.72273,563.991,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,1536.0,100.0,edge1:med,718.506,30.13701,728.238,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,1536.0,140.0,edge1:low,897.632,27.12331,908.513,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,1536.0,180.0,edge1:med,718.506,30.13701,728.238,1,1760775580
tenantA,app1,20.000,40.000,0.00300,0.500,0.900,1536.0,220.0,edge1:low,897.632,27.12331,908.513,1,1760775580
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,64.0,100.0,edge1:med,115.795,2.85772,124.020,1,1760775580
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,64.0,140.0,edge1:med,115.795,2.85772,124.020,0,1760775580
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,64.0,180.0,edge1:low,147.244,2.57194,156.440,0,1760775580
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,64.0,220.0,edge1:low,147.244,2.57194,156.440,0,1760775580
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,256.0,100.0,edge1:med,210.651,6.19915,218.876,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,256.0,140.0,edge1:med,210.651,6.19915,218.876,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,256.0,180.0,edge1:med,210.651,6.19915,218.876,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,256.0,220.0,local:med,232.844,9.68617,240.647,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,1024.0,100.0,edge1:med,524.657,21.72753,532.882,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,1024.0,140.0,edge1:med,524.657,21.72753,532.882,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,1024.0,180.0,edge1:med,524.657,21.72753,532.882,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,1024.0,220.0,edge1:med,524.657,21.72753,532.882,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,1536.0,100.0,edge1:med,673.353,30.14180,681.578,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,1536.0,140.0,edge1:med,673.353,30.14180,681.578,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,1536.0,180.0,edge1:med,673.353,30.14180,681.578,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.200,1536.0,220.0,edge1:med,673.353,30.14180,681.578,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,64.0,100.0,edge1:med,129.901,2.85772,138.527,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,64.0,140.0,edge1:med,129.901,2.85772,138.527,0,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,64.0,180.0,local:med,148.730,4.46518,156.533,0,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,64.0,220.0,edge1:high,125.704,4.00080,135.727,0,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,256.0,100.0,edge1:med,224.057,6.19915,232.683,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,256.0,140.0,edge1:med,224.057,6.19915,232.683,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,256.0,180.0,edge1:med,224.057,6.19915,232.683,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,256.0,220.0,edge1:med,224.057,6.19915,232.683,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,1024.0,100.0,local:med,585.513,33.94927,593.316,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,1024.0,140.0,edge1:med,549.213,21.72753,557.839,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,1024.0,180.0,edge1:med,549.213,21.72753,557.839,1,1760775581
tenantA,app1,20.000,40.000,0.01000,0.500,0.600,1024.0,220.0,edge1:med,549.213,21.72753,557.839,1,1760775581
